;x;y
0;-0.03519797430773656;-0.030122095880482706
1;0.06149726643201104;0.03336562291350275
2;0.05378947563092605;-0.07569816109785894
3;-0.08122235154452445;0.032663366002149294
4;0.008634150894261648;0.007722197284974967
5;0.01433305047884943;0.01640715549634658
6;-0.03791660591127832;-0.03380222765371662
7;0.01574535290297601;0.05643210750395703
8;-0.033729375937890084;0.047757178082853576
9;0.015908107398530855;-0.00224634127471176
10;0.042410428952642305;-0.05522238480709025
11;-0.06720009494598374;0.037765421241577474
12;0.007012265171307957;0.003527228301872248
13;0.035273343807538035;-0.0376442339721562
14;0.06151324290243748;-0.07275380957226245
15;-0.08219698878034687;0.0405805322906867
16;0.026515769877558697;0.04576827475059249
17;0.010190876772363392;0.07136528020553008
18;-0.0016943224562544824;0.001247502246146816
19;-0.003729121630833626;-0.016623820242035795
20;0.00411184718486825;-0.009250127861859232
21;-0.005306021373674788;-0.03579394978045257
22;-0.006226319495330118;-0.006202248008601883
23;-0.05052393309515626;0.016194322977245816
24;-0.019965024859283132;0.09432673283416351
25;-0.014645311056706878;-0.04238196458604635
26;-0.005431000875377015;-0.00282222565866566
27;0.005472467920549356;0.0014720593915055493
28;-0.002877805291473051;-0.0038581963419018544
29;0.06522910759311461;-0.037528927264876236
30;-0.06767862702041011;-0.05756924602387547
31;0.015485607978957311;0.015341426916492693
32;0.0809277132531569;-0.0024775743994363926
33;0.07868566353972013;-0.004408929160480344
34;-2.8818231195741148e-05;0.0007397238172507837
35;-0.016527477820444433;0.021806181311366368
36;0.03484394962179487;0.06572436911476702
37;-0.01017822885381617;-0.048678510955913454
38;-0.022567168923600802;-0.01927353342527631
39;-0.06986278750619587;-0.11211492292630253
40;0.14041927674172167;0.04578192576752718
41;0.0020059205940179156;0.12158368129979874
42;0.14535885305600343;-0.12767312947672316
43;0.1891859499736338;0.019194684130635818
44;0.10428287212507907;-0.07029855563204228
45;0.11644541335975084;-0.008748785907949586
46;-0.04572811146455246;0.15180481460240852
47;-0.014367786766388418;0.14898749574714734
48;0.021689138827730842;-0.1164197763408254
49;0.15456860390553193;-0.07865041648276994
50;0.11477887296444594;0.06628558832135045
51;0.09992102442745174;0.07317905335239754
52;-0.02842066171448637;0.0978527607883655
53;-0.15056655028817378;-0.05368722408806385
54;-0.05631003010683656;0.1894652211557426
55;0.09168114805601688;0.08102292763424766
56;-0.13590256966250575;0.04174106271933847
57;-0.09960102535654831;-0.07742526257186547
58;0.1279933739307564;0.11991435141397025
59;-0.11232943597107417;0.14628584350882937
60;0.11526814563674079;0.11914565928034375
61;0.11239306598175779;-0.05375758872135525
62;-0.008002125079745976;-0.11915970518252977
63;-0.0796117584188556;-0.09715372447221052
64;0.09682108591437391;-0.04775117693993122
65;-0.14857367458055296;-0.001153381343026885
66;0.03547560182267929;0.12282319334557204
67;0.038538749160047715;0.12476124645450883
68;-0.05998428856665006;0.1019358548655691
69;-0.015861311342238987;0.13362713146061633
70;0.018024432421150347;-0.16358690622496033
71;-0.05996364625744609;-0.11388736304016496
72;0.11587517513644005;-0.07269852038929359
73;0.028992304652137375;0.1619172346822167
74;-0.024921798914367747;0.19298098572418654
75;-0.1379213996272496;-0.09325460277120359
76;0.12463967385878941;0.13932286931372367
77;0.14389967297449388;-0.1223478275763354
78;-0.04713184292130616;0.1247020395922911
79;0.15371790367597354;0.08077632143245812
80;-0.013063649261134389;0.16145217242281573
81;-0.11285234057766619;-0.04172812234251131
82;-0.09806830653609906;0.08064068009404952
83;0.07761337929467098;-0.14438582651959697
84;-0.12821694824370228;-0.13654203759473346
85;-0.14504272044924085;-0.08753824019252594
86;-0.02399963563736692;0.12811207420717954
87;-0.10072698133201563;0.0376731703132469
88;0.175419640792648;0.021783090208238196
89;-0.14124039720591447;-0.022883320586744936
90;0.1301462038616711;-0.01740312129288399
91;-0.011502757417715408;0.12926692349037952
92;-0.13308724745639558;-0.08101837670213576
93;-0.045308322922333985;-0.10640317355843742
94;-0.12070963611876837;-0.016236571220624864
